Rank,Gene,
10772,PRM2,
10773,CYP4V2,
10774,NPM2,
10775,DCAF5,
10776,LSP1,
10777,GJC2,
10778,PDE4DIP,
10779,USP54,
10780,NEUROD4,
10781,MIA-RAB4B,
10782,GLYR1,
10783,TMEM57,
10784,MRPL43,
10785,IL1RL1,
10786,IER3IP1,
10787,FOXP4,
10788,PDK4,
10789,AP5S1,
10790,BCL2L12,
10791,OXSM,
10792,DENND2A,
10793,ZNF213,
10794,ANKRD26,
10795,C16orf89,
10796,HMGCLL1,
10797,SEMA4A,
10798,ADGRE5,
10799,CIART,
10800,FYCO1,
10801,SLC35G5,
10802,TMEM98,
10803,ITPK1,
10804,GPCPD1,
10805,ATP9A,
10806,SLC6A5,
10807,PTPRU,
10808,TRAPPC2L,
10809,TNFSF15,
10810,LARP4,
10811,PTPRH,
10812,ETV3L,
10813,FUK,
10814,ZGLP1,
10815,HHAT,
10816,SCAND1,
10817,IKZF4,
10818,ASB12,
10819,RLIM,
10820,RCOR3,
10821,HIRA,
10822,ZNF140,
10823,CEP350,
10824,RBKS,
10825,WDR81,
10826,STIL,
10827,THAP11,
10828,CD1B,
10829,CRTAP,
10830,HTRA3,
10831,SYT5,
10832,TECTB,
10833,PPP6R1,
10834,PTRH1,
10835,ECSIT,
10836,PLAG1,
10837,NUTM1,
10838,TRAPPC2,
10839,CCBL1,
10840,TICRR,
10841,TARBP1,
10842,PCYT2,
10843,MID1,
10844,C19orf33,
10845,MBD1,
10846,FRAT1,
10847,PDSS2,
10848,FCGRT,
10849,CCDC3,
10850,ATP5EP2,
10851,KIF21B,
10852,HACD3,
10853,CRTC3,
10854,TTC5,
10855,HOGA1,
10856,B3GNT5,
10857,ABRA,
10858,S100A7,
10859,FUT1,
10860,EMC2,
10861,POU4F3,
10862,DET1,
10863,DDT,
10864,ACER3,
10865,SCAMP3,
10866,DNALI1,
10867,PHF20L1,
10868,BMP8A,
10869,SEPT9,
10870,AREL1,
10871,TSTA3,
10872,EEF1E1-BLOC1S5,
10873,DRC3,
10874,CHPF2,
10875,TULP2,
10876,HYKK,
10877,MEX3C,
10878,WRB,
10879,SIGLEC1,
10880,RCOR2,
10881,KCTD1,
10882,PLEKHH2,
10883,PAFAH2,
10884,RP11-287D1.3,
10885,BBIP1,
10886,CTRB2,
10887,MPZ,
10888,TCF20,
10889,GADL1,
10890,PMP2,
10891,HSPBAP1,
10892,CHTOP,
10893,PDZD7,
10894,FAM173A,
10895,FAM134C,
10896,MOSPD2,
10897,ZBTB39,
10898,CTC-490E21.12,
10899,CHSY1,
10900,PKNOX2,
10901,FBXO33,
10902,BAHCC1,
10903,NRK,
10904,CTTNBP2NL,
10905,TNFRSF12A,
10906,SYT9,
10907,C4BPB,
10908,C11orf30,
10909,SLC15A4,
10910,REG1A,
10911,HTR3B,
10912,ZDHHC8,
10913,WDR78,
10914,LACC1,
10915,NCKAP1L,
10916,NUDT7,
10917,ACOXL,
10918,RP11-318A15.7,
10919,UBAC2,
10920,KANSL3,
10921,ANKEF1,
10922,PCDHA2,
10923,SLC25A1,
10924,PPP1R3D,
10925,CYP2A7,
10926,AK9,
10927,ATP10B,
10928,ATE1,
10929,IKZF2,
10930,RASSF2,
10931,CLDN19,
10932,MTMR7,
10933,BRI3,
10934,GHITM,
10935,PGAM5,
10936,HPS4,
10937,CNGB3,
10938,MGAT3,
10939,CPPED1,
10940,SAFB2,
10941,TMED5,
10942,EMC9,
10943,SLC38A2,
10944,FXYD3,
10945,MUCL1,
10946,DONSON,
10947,MESDC1,
10948,MUC21,
10949,MRI1,
10950,LCE3B,
10951,ADAMTS14,
10952,MNT,
10953,ZNF362,
10954,HOXB2,
10955,DENND2C,
10956,MIOS,
10957,AMMECR1L,
10958,LAPTM5,
10959,LRP5L,
10960,PREX1,
10961,SH2D2A,
10962,LNX2,
10963,TBC1D29,
10964,SLC6A13,
10965,PTP4A3,
10966,NBPF3,
10967,BSCL2,
10968,DMPK,
10969,GDPD2,
10970,HIRIP3,
10971,PCDH17,
10972,SLC35F5,
10973,SPR,
10974,DTD1,
10975,CLEC1B,
10976,TIMM8B,
10977,PVRL4,
10978,DCUN1D5,
10979,ASB13,
10980,RBM27,
10981,ZFAT,
10982,FMN2,
10983,DPM3,
10984,RBMXL2,
10985,STK11IP,
10986,CHIC2,
10987,PAQR7,
10988,WDR66,
10989,STC2,
10990,ACER2,
10991,SYT2,
10992,PREX2,
10993,REG4,
10994,MUC15,
10995,CCDC130,
10996,DDA1,
10997,TIPRL,
10998,MAFK,
10999,APLF,
11000,SLC13A2,
11001,CLDN18,
11002,SLC12A4,
11003,PCTP,
11004,ICAM4,
11005,ECHDC2,
11006,CRYZ,
11007,KATNB1,
11008,DIP2B,
11009,INTS3,
11010,P4HA3,
11011,RUBCN,
11012,GARNL3,
11013,CDCA4,
11014,ARL15,
11015,ARID3C,
11016,COA3,
11017,CINP,
11018,TMED8,
11019,MS4A3,
11020,CBR1,
11021,NINJ2,
11022,PRTFDC1,
11023,EVA1C,
11024,SLC33A1,
11025,GAB3,
11026,RD3,
11027,ZFHX2,
11028,DOCK6,
11029,TIGAR,
11030,ZC2HC1A,
11031,ANKRD39,
11032,PDLIM2,
11033,ANKMY2,
11034,ABCD2,
11035,SLCO1B7,
11036,FAM46A,
11037,REP15,
11038,SLC2A10,
11039,CD48,
11040,DAZ2,
11041,ZNHIT6,
11042,RHD,
11043,OTUD4,
11044,EDAR,
11045,GALNS,
11046,MTERF1,
11047,SLC26A7,
11048,TTC9,
11049,FAM63A,
11050,FAM188A,
11051,ANAPC16,
11052,FAM175B,
11053,KIF26B,
11054,KLF17,
11055,IRX2,
11056,SP6,
11057,MAN1B1,
11058,PLXNB2,
11059,CNEP1R1,
11060,SYP,
11061,MRPL34,
11062,SMPD4,
11063,CARD9,
11064,GREB1,
11065,KLF15,
11066,P3H1,
11067,DFNB59,
11068,SOGA1,
11069,SWAP70,
11070,RCN2,
11071,ABCC10,
11072,KLHL1,
11073,LRRC23,
11074,MACROD2,
11075,CSGALNACT2,
11076,ACP2,
11077,GALP,
11078,IMPAD1,
11079,AMOTL2,
11080,GCA,
11081,PFDN6,
11082,SV2C,
11083,SLC5A12,
11084,SLC15A3,
11085,VGLL1,
11086,FAM47E,
11087,SLC35B2,
11088,PIGM,
11089,CCDC36,
11090,DCUN1D3,
11091,SHROOM2,
11092,CLEC16A,
11093,FAM213B,
11094,C2,
11095,PRODH2,
11096,SLC34A2,
11097,TRABD,
11098,DPT,
11099,HIC2,
11100,MAGEB18,
11101,IYD,
11102,STOML1,
11103,TMEM203,
11104,ELMSAN1,
11105,PRSS16,
11106,USP40,
11107,DIP2C,
11108,ASMT,
11109,PUF60,
11110,OGFOD1,
11111,BPIFA1,
11112,IMMP2L,
11113,RAMP1,
11114,GOLT1B,
11115,PRCC,
11116,MASTL,
11117,PHF2,
11118,CD52,
11119,PEX11B,
11120,AVPR1B,
11121,RBM41,
11122,UBXN4,
11123,HBG1,
11124,TMUB1,
11125,PPP1R17,
11126,SLC4A10,
11127,FAAH2,
11128,B3GNT7,
11129,AKAP4,
11130,GALK2,
11131,ACAD10,
11132,ZC3HC1,
11133,PEX7,
11134,ARPP19,
11135,TSPAN16,
11136,LCA5,
11137,RGS13,
11138,TNFRSF18,
11139,RHBDF1,
11140,GDPD1,
11141,PLXNC1,
11142,MOAP1,
11143,STEAP2,
11144,OLIG3,
11145,ST3GAL6,
11146,STARD4,
11147,FRMD5,
11148,PGLYRP2,
11149,YBEY,
11150,GNPTAB,
11151,SIGLEC7,
11152,SYTL1,
11153,AHSA2,
11154,CARD18,
11155,GTF3C5,
11156,BCAR3,
11157,GBP6,
11158,RNPEPL1,
11159,ERCC6-PGBD3,
11160,NGRN,
11161,IFT74,
11162,FAM46D,
11163,RP11-432B6.3,
11164,ALG8,
11165,ASGR2,
11166,PNRC1,
11167,CCDC93,
11168,DNASE2,
11169,SERHL2,
11170,TIMM21,
11171,ADAM22,
11172,YPEL1,
11173,NAA20,
11174,LACTB2,
11175,TVP23A,
11176,CD3EAP,
11177,SEC16A,
11178,REEP1,
11179,PIR,
11180,SLC5A6,
11181,GDPD4,
11182,CNGA2,
11183,SEMA3E,
11184,CYP2R1,
11185,NUDT9,
11186,FAM174B,
11187,TM4SF5,
11188,ARHGEF10,
11189,C8orf46,
11190,MICALL2,
11191,ZNF805,
11192,RBM33,
11193,TTC37,
11194,TMCC1,
11195,ZNF76,
11196,CDO1,
11197,TREM2,
11198,IBTK,
11199,HDGF,
11200,AIFM2,
11201,NDUFAF2,
11202,PPIL3,
11203,TSPAN7,
11204,TSPYL4,
11205,DUSP9,
11206,CFHR3,
11207,AGAP1,
11208,PLEKHF2,
11209,GDPD3,
11210,CKAP2,
11211,GJA3,
11212,SLC45A4,
11213,RSU1,
11214,CAMKMT,
11215,CES4A,
11216,TRIM60,
11217,SNX19,
11218,TMED7-TICAM2,
11219,RAI14,
11220,REPS1,
11221,IRF2BP2,
11222,NDUFAF4,
11223,CYTIP,
11224,KNSTRN,
11225,NPRL2,
11226,SLC38A1,
11227,RP13-1032I1.10,
11228,FKBP7,
11229,AOC1,
11230,MKL2,
11231,PPEF2,
11232,MVB12A,
11233,UGT2B15,
11234,FASTK,
11235,ABCC12,
11236,RNF24,
11237,ZSCAN4,
11238,WDR54,
11239,LDOC1,
11240,ARPC4-TTLL3,
11241,SP140,
11242,C9orf114,
11243,DPH5,
11244,TGM5,
11245,CMTR2,
11246,SPNS2,
11247,UCK1,
11248,SLC47A2,
11249,KXD1,
11250,SOX7,
11251,WDR92,
11252,BMF,
11253,HOXA6,
11254,EFS,
11255,STATH,
11256,MATN3,
11257,SFSWAP,
11258,JAGN1,
11259,IWS1,
11260,MGEA5,
11261,SHROOM4,
11262,SLC7A3,
11263,SFTPA2,
11264,MIER1,
11265,RP11-49K24.6,
11266,ADAMTS12,
11267,HPS6,
11268,PHKB,
11269,RILPL1,
11270,TRIM68,
11271,ADAM23,
11272,ZNF569,
11273,DHRS2,
11274,AMZ1,
11275,E2F7,
11276,TKFC,
11277,PRDM7,
11278,GPR180,
11279,DENND4B,
11280,B3GNT8,
11281,JMJD8,
11282,IL1R2,
11283,PEX13,
11284,GLG1,
11285,ELP5,
11286,LRRC41,
11287,IQCJ-SCHIP1,
11288,FIBP,
11289,TRNP1,
11290,BANP,
11291,DDN,
11292,ITGBL1,
11293,CLC,
11294,PRPF4B,
11295,SYTL3,
11296,PGS1,
11297,PORCN,
11298,ATG13,
11299,POMT2,
11300,SHROOM3,
11301,TNFSF8,
11302,NELL2,
11303,SASS6,
11304,JTB,
11305,ZNF473,
11306,NNAT,
11307,MTUS2,
11308,ZNF200,
11309,MXD4,
11310,SCNN1D,
11311,ST3GAL5,
11312,MDFIC,
11313,SDSL,
11314,ZNF79,
11315,ICOS,
11316,HAUS6,
11317,FCGR1B,
11318,C2CD5,
11319,GPR176,
11320,PCDHGA3,
11321,ITPKC,
11322,CREG1,
11323,SH3BP4,
11324,LVRN,
11325,ALKBH2,
11326,C12orf10,
11327,PSPH,
11328,FAM155A,
11329,ZCCHC6,
11330,PHLDA1,
11331,ZSWIM2,
11332,KLF12,
11333,SLCO5A1,
11334,CST2,
11335,RPTN,
11336,HLA-DRA,
11337,POMGNT1,
11338,MRPL47,
11339,GTF2H2C,
11340,APOL2,
11341,TMEM132D,
11342,ARHGEF19,
11343,SLC44A1,
11344,CCDC8,
11345,IGKV3D-7,
11346,RP11-15K19.2,
11347,RNF169,
11348,ZNF644,
11349,HMGN2,
11350,STEAP4,
11351,ZNF532,
11352,APOBEC3C,
11353,RAI1,
11354,ITIH1,
11355,ARC,
11356,ZNF326,
11357,ENSA,
11358,ZNFX1,
11359,TIMM8A,
11360,B3GALT2,
11361,GRHPR,
11362,CCDC140,
11363,TYSND1,
11364,GPR87,
11365,LRRC59,
11366,VGLL3,
11367,SLC6A9,
11368,TOE1,
11369,TXLNA,
11370,ANKRD30A,
11371,CARD17,
11372,NCAPH2,
11373,ZNF385A,
11374,FRMD4B,
11375,MTMR9,
11376,SLC12A8,
11377,PEX10,
11378,TMEM120B,
11379,KRCC1,
11380,TRAPPC6A,
11381,CPSF4L,
11382,IMPG2,
11383,GSKIP,
11384,EID2,
11385,EFHD2,
11386,ZNF639,
11387,C2CD4B,
11388,TRAPPC6B,
11389,PJA2,
11390,CD276,
11391,AQP10,
11392,SP110,
11393,BHLHE23,
11394,TRIM41,
11395,RASSF4,
11396,KLF9,
11397,UVSSA,
11398,ACSM4,
11399,SUGP2,
11400,ZNF398,
11401,NAGPA,
11402,BANK1,
11403,NKD2,
11404,DHRS7B,
11405,BANF2,
11406,SIKE1,
11407,FBXO22,
11408,RBM45,
11409,RETSAT,
11410,C1orf216,
11411,FREM2,
11412,DOC2A,
11413,CCDC122,
11414,LGALS2,
11415,INTS6,
11416,GLDN,
11417,DIRC3,
11418,CELSR1,
11419,ZNF41,
11420,RAB27B,
11421,TCEAL1,
11422,KIF6,
11423,TRMT5,
11424,PODXL2,
11425,WDR60,
11426,PELI3,
11427,TRMT10C,
11428,TLK2,
11429,AAR2,
11430,ZBTB2,
11431,PIEZO1,
11432,RAPH1,
11433,YTHDC1,
11434,RGL2,
11435,GYG2,
11436,MRPL40,
11437,SPECC1,
11438,SDR9C7,
11439,ZBTB10,
11440,NAT1,
11441,SERPINA9,
11442,MAP7,
11443,JPH1,
11444,DZIP3,
11445,FERMT1,
11446,C1orf56,
11447,ELAC1,
11448,ZKSCAN1,
11449,CWH43,
11450,ZNF322,
11451,ANKRD49,
11452,SYNE4,
11453,FXYD5,
11454,MAGEA11,
11455,ZNF653,
11456,MAP9,
11457,MRPS35,
11458,PLGLB1,
11459,E2F8,
11460,ANKRD30BL,
11461,RHCE,
11462,SDCCAG3,
11463,ANGPTL1,
11464,DUSP15,
11465,LCE1A,
11466,UPK1B,
11467,ACSM2B,
11468,TSPAN1,
11469,TM2D2,
11470,LMAN2,
11471,RBP5,
11472,LETM1,
11473,SLC4A11,
11474,ZNF131,
11475,TAL2,
11476,TCEB3C,
11477,CYP46A1,
11478,NEU1,
11479,NETO2,
11480,PGAM4,
11481,GLCCI1,
11482,REPIN1,
11483,ZC3H15,
11484,KLHL31,
11485,SNAI3,
11486,PLA2G2D,
11487,INHBC,
11488,SPRR1B,
11489,SLC16A7,
11490,RASSF3,
11491,CCDC114,
11492,GLRB,
11493,MANEA,
11494,ATAT1,
11495,PTGES3L-AARSD1,
11496,PNPLA4,
11497,ZHX1,
11498,WDR19,
11499,SLC29A3,
11500,SETD4,
11501,N6AMT1,
11502,CYP4A22,
11503,MIER3,
11504,ENDOV,
11505,FHOD3,
11506,ZC3H3,
11507,HBP1,
11508,CAMLG,
11509,KLK13,
11510,PRPF38A,
11511,LRRC16B,
11512,IL17RB,
11513,ASPG,
11514,SGCZ,
11515,ADARB2,
11516,KCNN2,
11517,THOC1,
11518,TRIM71,
11519,STRC,
11520,PURB,
11521,TMSB10,
11522,STYX,
11523,SLC44A2,
11524,MAGEA10,
11525,MCCC2,
11526,WWC2,
11527,VPRBP,
11528,TMCC3,
11529,MGAT2,
11530,ANKS4B,
11531,ARL8B,
11532,SMNDC1,
11533,GBP4,
11534,MNDA,
11535,BIK,
11536,SPIRE1,
11537,QTRT1,
11538,ATP8A2,
11539,OST4,
11540,INO80E,
11541,CHCHD2,
11542,RTFDC1,
11543,TTYH3,
11544,FANK1,
11545,MGAT5B,
11546,ATG101,
11547,PDE12,
11548,CMC1,
11549,ZNF350,
11550,ADAM28,
11551,PLEKHA3,
11552,FBXO17,
11553,TPSAB1,
11554,ELOF1,
11555,DDX19A,
11556,THG1L,
11557,EXD2,
11558,CNN3,
11559,NFKBIL1,
11560,SESN2,
11561,BTBD7,
11562,ANKRD12,
11563,FGGY,
11564,RTTN,
11565,NDOR1,
11566,ARL8A,
11567,INPP1,
11568,CNOT11,
11569,ORAOV1,
11570,CCDC88A,
11571,MSLN,
11572,EMP1,
11573,FNBP4,
11574,PPP6R2,
11575,RCBTB2,
11576,PTOV1,
11577,RBP4,
11578,HSBP1,
11579,DLEC1,
11580,MXI1,
11581,CAMK2N1,
11582,OPN1MW2,
11583,ZNF655,
11584,SLC12A6,
11585,COQ2,
11586,TRAM1L1,
11587,AKAP11,
11588,MARC1,
11589,TTYH2,
11590,ALOXE3,
11591,LIMA1,
11592,DNPH1,
11593,SIGIRR,
11594,RNF113B,
11595,RBPMS2,
11596,ZNF260,
11597,CHCHD7,
11598,HBQ1,
11599,ASTN2,
11600,CYB5R2,
11601,DUSP26,
11602,CCDC12,
11603,HPDL,
11604,FAM84B,
11605,ZRSR2,
11606,AKR7A2,
11607,C8B,
11608,SH3BP1,
11609,ATG2B,
11610,PTPN21,
11611,HOXD8,
11612,LGALS13,
11613,ABCB9,
11614,PEX11G,
11615,KLHL14,
11616,LAMTOR2,
11617,BEX1,
11618,RNASET2,
11619,HYPK,
11620,NID2,
11621,BCL7A,
11622,PAOX,
11623,NAA10,
11624,SAP30L,
11625,PPFIA2,
11626,KRT3,
11627,MAP6,
11628,CLIP2,
11629,RBM38,
11630,DPH2,
11631,LMBRD2,
11632,ZFAND5,
11633,AMBN,
11634,GALM,
11635,MBIP,
11636,TENM1,
11637,WDR45B,
11638,SLC35A3,
11639,C18orf54,
11640,KRTAP13-2,
11641,RMND5A,
11642,NMRAL1,
11643,CHKB-CPT1B,
11644,OGFR,
11645,FBXL7,
11646,ETNPPL,
11647,THEM6,
11648,RNF144B,
11649,RNASE2,
11650,NCKAP5,
11651,UGT8,
11652,RHCG,
11653,NEMF,
11654,ZBTB18,
11655,KLRK1,
11656,WBP11,
11657,CDV3,
11658,TENM3,
11659,ZNF3,
11660,ID4,
11661,MRPL46,
11662,MAGEB4,
11663,VASH1,
11664,MBNL3,
11665,NAGK,
11666,RBP7,
11667,MTUS1,
11668,LGI2,
11669,FRMD6,
11670,ALG1L,
11671,PIGH,
11672,FAM96A,
11673,KDM4D,
11674,SEPW1,
11675,PSPC1,
11676,NOTO,
11677,HNRNPH3,
11678,THOC3,
11679,C7,
11680,ZNF592,
11681,KCNJ15,
11682,WBP1,
11683,MYZAP,
11684,ZNF558,
11685,ACOT1,
11686,ZNF451,
11687,ZP4,
11688,MYCBP,
11689,RMDN3,
11690,SH3RF3,
11691,FCHSD1,
11692,TMEM30A,
11693,POTEH,
11694,RAMP2,
11695,PDE8A,
11696,SFT2D3,
11697,MICU1,
11698,CORIN,
11699,SCIN,
11700,DCAF17,
11701,DEFA5,
11702,TPST2,
11703,AC104534.3,
11704,CPZ,
11705,UBE2Q1,
11706,SPDYA,
11707,PPP4R4,
11708,LALBA,
11709,TMEM104,
11710,RP11-886H22.1,
11711,ZNF668,
11712,PDE8B,
11713,SLC2A13,
11714,WFDC5,
11715,LOXHD1,
11716,PDK1,
11717,HJURP,
11718,ZBTB43,
11719,AIM1,
11720,PRSS27,
11721,ATXN3L,
11722,MAP3K13,
11723,VHLL,
11724,ACOT2,
11725,FAM21C,
11726,ARSB,
11727,L2HGDH,
11728,CLEC9A,
11729,RNF19B,
11730,GPRC5C,
11731,HSPB7,
11732,CST5,
11733,SNAPC5,
11734,RNF220,
11735,GPR31,
11736,WDR70,
11737,GXYLT2,
11738,PNKD,
11739,SLC16A5,
11740,SACS,
11741,ADAD2,
11742,SLC25A14,
11743,KCMF1,
11744,TTLL1,
11745,LGALS9,
11746,SCGB3A1,
11747,SERGEF,
11748,C5orf38,
11749,GID8,
11750,PPIL4,
11751,DEPDC5,
11752,ITPKB,
11753,MAGEB6,
11754,TTC39B,
11755,RNF123,
11756,UNC80,
11757,RNF180,
11758,ACSM5,
11759,RNF122,
11760,OR1J2,
11761,ZBTB5,
11762,CYP4F22,
11763,PEX12,
11764,CRYBA1,
11765,CRYGN,
11766,CD160,
11767,DENND4A,
11768,SLC35D3,
11769,NEURL4,
11770,ZNHIT2,
11771,CBWD3,
11772,S100A16,
11773,P4HA2,
11774,SH2D1B,
11775,GABRG3,
11776,SEPT3,
11777,CCDC47,
11778,SUOX,
11779,TMLHE,
11780,ZNF471,
11781,RPAP3,
11782,PURG,
11783,RNF144A,
11784,FRG1,
11785,NOL12,
11786,ADGRL4,
11787,NPAP1,
11788,SMCHD1,
11789,S100A2,
11790,NAGLU,
11791,ADAM30,
11792,GID4,
11793,ZBTB40,
11794,MAGEA12,
11795,SPIRE2,
11796,TRIM46,
11797,SCN7A,
11798,CDAN1,
11799,KLK5,
11800,ASCC2,
11801,MAN1A2,
11802,LARP4B,
11803,MDS2,
11804,C8A,
11805,SYNC,
11806,RAP1GAP2,
11807,CHST7,
11808,SELK,
11809,CCDC134,
11810,DCAF4,
11811,RNF135,
11812,BSPRY,
11813,TADA1,
11814,AQR,
11815,MAN1C1,
11816,ZNF280A,
11817,TMIE,
11818,HSDL1,
11819,FXYD7,
11820,ZBED8,
11821,DNAJC21,
11822,TNFRSF19,
11823,CYB5R1,
11824,MBLAC1,
11825,SIPA1L2,
11826,GBP7,
11827,EXTL2,
11828,CTIF,
11829,MFSD1,
11830,C19orf57,
11831,LAPTM4B,
11832,API5,
11833,PRND,
11834,CISD2,
11835,CCDC33,
11836,KLHL18,
11837,DCAF10,
11838,GSTZ1,
11839,MRPS26,
11840,NAF1,
11841,HHIP,
11842,PHACTR1,
11843,AKAP8L,
11844,CLK4,
11845,TSPY3,
11846,SLC16A9,
11847,RP13-512J5.1,
11848,FBXL18,
11849,PPP1R14B,
11850,INO80B,
11851,MPZL1,
11852,SNX21,
11853,GOLGA7,
11854,C1orf87,
11855,TGM4,
11856,COQ5,
11857,S100A12,
11858,BSND,
11859,MKRN2,
11860,PRUNE2,
11861,DEFA3,
11862,MORC1,
11863,SCRT2,
11864,DOLPP1,
11865,LRRC20,
11866,RAVER2,
11867,HMGN1,
11868,HEATR5A,
11869,CLDN10,
11870,TCP10L,
11871,SOSTDC1,
11872,AADAT,
11873,OR2C1,
11874,NIT1,
11875,RASA4,
11876,SUPT20H,
11877,RNF6,
11878,CDCA3,
11879,EIF4ENIF1,
11880,ADGRB1,
11881,FKBP14,
11882,CAPZA3,
11883,OR51F2,
11884,OR5D13,
11885,OR4A16,
11886,DMRTA2,
11887,SLCO2A1,
11888,METRNL,
11889,CDNF,
11890,KLF3,
11891,MARCKSL1,
11892,GABPB2,
11893,RAB23,
11894,PLLP,
11895,RGS8,
11896,IFT22,
11897,KATNAL1,
11898,MAGEB3,
11899,ST8SIA1,
11900,TSPAN13,
11901,TNFSF14,
11902,TRIM59,
11903,FUZ,
11904,KIAA2022,
11905,MRPL41,
11906,EEFSEC,
11907,DNMT3L,
11908,ANKRD7,
11909,WDR72,
11910,SLC6A8,
11911,ALDH6A1,
11912,P4HA1,
11913,CXXC5,
11914,PRR19,
11915,RNF26,
11916,ATXN7L1,
11917,WDR25,
11918,STRA13,
11919,PBLD,
11920,CBY1,
11921,CHST11,
11922,NUDT1,
11923,PPP1R42,
11924,GLRA4,
11925,POC5,
11926,RP11-145E5.5,
11927,OR13G1,
11928,TMEM209,
11929,BEST2,
11930,PKDREJ,
11931,SPRY3,
11932,MRPL28,
11933,SRFBP1,
11934,NUDT14,
11935,CRIPT,
11936,ZNF235,
11937,ADGRE2,
11938,LRCH4,
11939,OVOL2,
11940,OTUD7A,
11941,CLDN15,
11942,VENTX,
11943,PGLYRP3,
11944,GNPNAT1,
11945,LSM11,
11946,MYEOV,
11947,ABLIM3,
11948,TIFA,
11949,MTM1,
11950,TGDS,
11951,BAZ2B,
11952,RDH11,
11953,DOPEY2,
11954,CT47A11,
11955,TNFSF18,
11956,TRIM3,
11957,ACER1,
11958,SLC6A12,
11959,KIAA1524,
11960,SESN1,
11961,AGTRAP,
11962,ACSM6,
11963,CTD-3074O7.11,
11964,C1orf106,
11965,PYURF,
11966,IL1RAPL1,
11967,MAGEC3,
11968,NRGN,
11969,RASSF8,
11970,TBX22,
11971,ELOVL7,
11972,MICAL2,
11973,C15orf38-AP3S2,
11974,MAGEB10,
11975,RNF216,
11976,MAGEB17,
11977,TMPRSS5,
11978,CDADC1,
11979,SYNPO2,
11980,ASB16,
11981,MTMR1,
11982,C8G,
11983,RIMKLB,
11984,CYP4Z1,
11985,ZKSCAN7,
11986,TMTC2,
11987,G2E3,
11988,TTLL9,
11989,TOR1B,
11990,TPD52L2,
11991,EDA2R,
11992,ADTRP,
11993,MIPEP,
11994,SLC16A10,
11995,OXR1,
11996,MTX1,
11997,MAGEA6,
11998,GRSF1,
11999,CA10,
12000,ABHD2,
12001,MCEE,
12002,ZNF446,
12003,PNPO,
12004,GFY,
12005,PIFO,
12006,SLC2A7,
12007,TMEM79,
12008,WFDC2,
12009,NDRG4,
12010,ERMN,
12011,MRPL44,
12012,DIRC1,
12013,KLRC4-KLRK1,
12014,WBP4,
12015,DMTN,
12016,ANAPC15,
12017,CLDN17,
12018,PYCR2,
12019,RP11-347C12.3,
12020,RP11-345J4.3,
12021,C21orf33,
12022,TRIM67,
12023,FABP12,
12024,RANGRF,
12025,MIS18BP1,
12026,CBWD2,
12027,GTPBP6,
12028,SCGB3A2,
12029,STARD7,
12030,ZSCAN21,
12031,OPN3,
12032,EI24,
12033,HSPB11,
12034,LACTB,
12035,RSPH4A,
12036,IPCEF1,
12037,ZNF169,
12038,CDR1,
12039,CD164,
12040,PRB2,
12041,PROL1,
12042,HNRNPLL,
12043,PRELID3B,
12044,TMEM33,
12045,C21orf2,
12046,GM2A,
12047,DENND2D,
12048,SLC8B1,
12049,MORN3,
12050,NEURL2,
12051,SPATA20,
12052,MRPL55,
12053,CUTC,
12054,CHST14,
12055,MIDN,
12056,ZNF263,
12057,SUCO,
12058,XIRP1,
12059,SLC25A12,
12060,CCDC79,
12061,LHFPL4,
12062,ARSI,
12063,ACKR1,
12064,NEIL3,
12065,CRYM,
12066,NUDCD1,
12067,DUS1L,
12068,RGS17,
12069,ITGA10,
12070,TRIM56,
12071,MTMR10,
12072,ZNF444,
12073,CD180,
12074,C6,
12075,CLDN9,
12076,RBMS3,
12077,SLC26A8,
12078,LRP11,
12079,ANKRD44,
12080,FNDC4,
12081,STMN3,
12082,QSER1,
12083,TRAFD1,
12084,SEMA3D,
12085,LRRC46,
12086,PRSS12,
12087,ZNF768,
12088,MAGEB16,
12089,HMGN3,
12090,NARS2,
12091,FAM134B,
12092,LEMD2,
12093,PRSS50,
12094,ARSD,
12095,THAP5,
12096,WIZ,
12097,PPP1R14C,
12098,ZNF827,
12099,ZZZ3,
12100,FAM171A1,
12101,DIO1,
12102,PJA1,
12103,MRPL42,
12104,SYBU,
12105,PNPLA8,
12106,MRPL21,
12107,FAM110B,
12108,ZBTB6,
12109,WDR13,
12110,RSPH1,
12111,THAP3,
12112,KCNJ13,
12113,CRYBB1,
12114,OR13C3,
12115,TMOD2,
12116,BOLA3,
12117,NTN4,
12118,HSD17B8,
12119,MRGPRX3,
12120,WRAP73,
12121,CTDSPL2,
12122,B3GALT4,
12123,DHRS4,
12124,CLDN25,
12125,C1orf141,
12126,CDC42EP3,
12127,WDR45,
12128,KCTD11,
12129,ANKS3,
12130,SLC7A7,
12131,MROH7,
12132,C9orf3,
12133,SLC23A3,
12134,APOL4,
12135,TOR2A,
12136,SPATA2,
12137,NIPSNAP1,
12138,TRIM50,
12139,FAM3B,
12140,PRPF18,
12141,CLIC3,
12142,STARD3NL,
12143,ZCCHC14,
12144,ADCK3,
12145,SARAF,
12146,CLDN23,
12147,FRMPD2,
12148,SAMSN1,
12149,NAPEPLD,
12150,FMNL2,
12151,TVP23C-CDRT4,
12152,DSEL,
12153,CILP,
12154,CCDC28B,
12155,AFAP1,
12156,ALG9,
12157,ADGRD2,
12158,SOX13,
12159,FILIP1,
12160,GTF3C2,
12161,DRG2,
